ID,triple1,question,answer,inferred triple,label
346,I is different from E.,"Given the previous statements, is E diferent from I?",Yes,E is different from I.,True
347,I is different from P.,"Given the previous statements, is P diferent from I?",Yes,P is different from I.,True
348,I is different from U.,"Given the previous statements, is U diferent from I?",Yes,U is different from I.,True
349,I is different from K.,"Given the previous statements, is K diferent from I?",Yes,K is different from I.,True
350,I is different from H.,"Given the previous statements, is H diferent from I?",Yes,H is different from I.,True
351,I is different from L.,"Given the previous statements, is L diferent from I?",Yes,L is different from I.,True
352,I is different from T.,"Given the previous statements, is T diferent from I?",Yes,T is different from I.,True
353,I is different from B.,"Given the previous statements, is B diferent from I?",Yes,B is different from I.,True
354,I is different from D.,"Given the previous statements, is D diferent from I?",Yes,D is different from I.,True
355,I is different from A.,"Given the previous statements, is A diferent from I?",Yes,A is different from I.,True
356,I is different from Z.,"Given the previous statements, is Z diferent from I?",Yes,Z is different from I.,True
357,I is different from R.,"Given the previous statements, is R diferent from I?",Yes,R is different from I.,True
358,I is different from W.,"Given the previous statements, is W diferent from I?",Yes,W is different from I.,True
359,I is different from G.,"Given the previous statements, is G diferent from I?",Yes,G is different from I.,True
360,I is different from T.,"Given the previous statements, is T diferent from I?",Yes,T is different from I.,True
361,J is different from N.,"Given the previous statements, is N diferent from J?",Yes,N is different from J.,True
362,J is different from Y.,"Given the previous statements, is Y diferent from J?",Yes,Y is different from J.,True
363,J is different from Q.,"Given the previous statements, is Q diferent from J?",Yes,Q is different from J.,True
364,J is different from K.,"Given the previous statements, is K diferent from J?",Yes,K is different from J.,True
365,J is different from G.,"Given the previous statements, is G diferent from J?",Yes,G is different from J.,True
366,J is different from B.,"Given the previous statements, is B diferent from J?",Yes,B is different from J.,True
367,J is different from B.,"Given the previous statements, is B diferent from J?",Yes,B is different from J.,True
368,J is different from E.,"Given the previous statements, is E diferent from J?",Yes,E is different from J.,True
369,J is different from F.,"Given the previous statements, is F diferent from J?",Yes,F is different from J.,True
370,J is different from M.,"Given the previous statements, is M diferent from J?",Yes,M is different from J.,True
371,J is different from E.,"Given the previous statements, is E diferent from J?",Yes,E is different from J.,True
372,J is different from W.,"Given the previous statements, is W diferent from J?",Yes,W is different from J.,True
373,J is different from T.,"Given the previous statements, is T diferent from J?",Yes,T is different from J.,True
374,J is different from E.,"Given the previous statements, is E diferent from J?",Yes,E is different from J.,True
375,J is different from N.,"Given the previous statements, is N diferent from J?",Yes,N is different from J.,True
376,J is different from K.,"Given the previous statements, is K diferent from J?",Yes,K is different from J.,True
377,J is different from D.,"Given the previous statements, is D diferent from J?",Yes,D is different from J.,True
378,J is different from U.,"Given the previous statements, is U diferent from J?",Yes,U is different from J.,True
379,J is different from X.,"Given the previous statements, is X diferent from J?",Yes,X is different from J.,True
380,J is different from F.,"Given the previous statements, is F diferent from J?",Yes,F is different from J.,True
381,J is different from Y.,"Given the previous statements, is Y diferent from J?",Yes,Y is different from J.,True
382,J is different from N.,"Given the previous statements, is N diferent from J?",Yes,N is different from J.,True
383,J is different from Z.,"Given the previous statements, is Z diferent from J?",Yes,Z is different from J.,True
384,J is different from B.,"Given the previous statements, is B diferent from J?",Yes,B is different from J.,True
385,J is different from F.,"Given the previous statements, is F diferent from J?",Yes,F is different from J.,True
386,J is different from E.,"Given the previous statements, is E diferent from J?",Yes,E is different from J.,True
387,J is different from X.,"Given the previous statements, is X diferent from J?",Yes,X is different from J.,True
388,J is different from L.,"Given the previous statements, is L diferent from J?",Yes,L is different from J.,True
389,J is different from C.,"Given the previous statements, is C diferent from J?",Yes,C is different from J.,True
390,J is different from K.,"Given the previous statements, is K diferent from J?",Yes,K is different from J.,True
391,J is different from P.,"Given the previous statements, is P diferent from J?",Yes,P is different from J.,True
392,J is different from X.,"Given the previous statements, is X diferent from J?",Yes,X is different from J.,True
393,J is different from M.,"Given the previous statements, is M diferent from J?",Yes,M is different from J.,True
394,J is different from T.,"Given the previous statements, is T diferent from J?",Yes,T is different from J.,True
395,J is different from C.,"Given the previous statements, is C diferent from J?",Yes,C is different from J.,True
396,J is different from E.,"Given the previous statements, is E diferent from J?",Yes,E is different from J.,True
