ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
1910,Aeolus Yixuan wheelbase 2.68.,Cadillac BLS wheelbase 0.00740828.,wheelbase is a functional property.,"Given the previous statements, is Aeolus Yixuan the same as Cadillac BLS?",No,Aeolus Yixuan is not the same as Cadillac BLS.,False,"No, Aeolus Yixuan is not the same as Cadillac BLS."
1556,Puerto Rico Highway 506 length 2000.0.,Cabahan length 0.0.,length is a functional property.,"Given the previous statements, is Puerto Rico Highway 506 the same as Cabahan?",No,Puerto Rico Highway 506 is not the same as Cabahan.,False,"Yes, Puerto Rico Highway 506 and Cabahan are the same."
941,Bolga width 1500.0.,Cabahan width 1500.0.,width is a functional property.,"Given the previous statements, is Bolga the same as Cabahan?",Yes,Bolga is the same as Cabahan.,True,"Yes, Bolga and Cabahan are the same."
1113,45  Rover 45  1  997–2005  1 acceleration 9.3.,Renault Koleos  First generation HY  1  2.5 L 16V  1 acceleration 31.484.,acceleration is a functional property.,"Given the previous statements, is 45  Rover 45  1  997–2005  1 the same as Renault Koleos  First generation HY  1  2.5 L 16V  1?",No,45  Rover 45  1  997–2005  1 is not the same as Renault Koleos  First generation HY  1  2.5 L 16V  1.,False,"No, Rover 45 1 997–2005 1 is not the same as Renault Koleo"
794,Cachalot-class submarine topSpeed 31.484.,Cagni-class submarine topSpeed 31.484.,topSpeed is a functional property.,"Given the previous statements, is Cachalot-class submarine the same as Cagni-class submarine?",Yes,Cachalot-class submarine is the same as Cagni-class submarine.,True,"Yes, Cachalot-class submarine and Cagni-class submarine are the same"
455,Samira Suleman height 0.0.,Capitan Petchyindee Academy height 0.0.,height is a functional property.,"Given the previous statements, is Samira Suleman the same as Capitan Petchyindee Academy?",Yes,Samira Suleman is the same as Capitan Petchyindee Academy.,True,no
1507,Preslav Borukov height 0.0.,Carlos Small height 1.13E8.,height is a functional property.,"Given the previous statements, is Preslav Borukov the same as Carlos Small?",No,Preslav Borukov is not the same as Carlos Small.,False,"No, Preslav Borukov is not the same as Carlos Small."
1489,Robin Ciric height 0.0.,Carl Limberger height 2003-09-10.,height is a functional property.,"Given the previous statements, is Robin Ciric the same as Carl Limberger?",No,Robin Ciric is not the same as Carl Limberger.,False,"No, Robin Ciric is not the same as Carl Limberger."
1076,Hasan Hatipoğlu birthDate 1989-07-19.,Cabbrini Foncette birthDate 2.52476.,birthDate is a functional property.,"Given the previous statements, is Hasan Hatipoğlu the same as Cabbrini Foncette?",No,Hasan Hatipoğlu is not the same as Cabbrini Foncette.,False,"No, Hasan Hatipolu is not the same as Cabbrini"
1299,Carl Karcher deathYear 2008.,Cachupoy deathYear 359.292.,deathYear is a functional property.,"Given the previous statements, is Carl Karcher the same as Cachupoy?",No,Carl Karcher is not the same as Cachupoy.,False,"No, Carl Karcher is not the same as Cachupoy."
1595,USS Potomac length 50.292.,Cabalva length 1969.,length is a functional property.,"Given the previous statements, is USS Potomac the same as Cabalva?",No,USS Potomac is not the same as Cabalva.,False,"No, USS Potomac is not the same as Cabalva."
586,USS Home length 50.292.,Cabalva length 50.292.,length is a functional property.,"Given the previous statements, is USS Home the same as Cabalva?",Yes,USS Home is the same as Cabalva.,True,"No, USS Home is not the same as Cabalva."
383,Evdokimov diameter 50000.0.,Cailleux diameter 50000.0.,diameter is a functional property.,"Given the previous statements, is Evdokimov the same as Cailleux?",Yes,Evdokimov is the same as Cailleux.,True,"No, Evdokimov is not the same as Cailleux."
1831,Chris Baumann weight 124000.0.,Cabous Eloff weight 43000.0.,weight is a functional property.,"Given the previous statements, is Chris Baumann the same as Cabous Eloff?",No,Chris Baumann is not the same as Cabous Eloff.,False,"No, Chris Baumann is not the same as Cabous Eloff."
1878,Calvin Howarth weight 96000.0.,Cadan Murley weight 0.0035.,weight is a functional property.,"Given the previous statements, is Calvin Howarth the same as Cadan Murley?",No,Calvin Howarth is not the same as Cadan Murley.,False,"No, Calvin Howarth is not the same as Cadan Murley."
1305,Carmine Furletti deathYear 2008.,Cachupoy deathYear 5.74E7.,deathYear is a functional property.,"Given the previous statements, is Carmine Furletti the same as Cachupoy?",No,Carmine Furletti is not the same as Cachupoy.,False,"No, Carmine Furletti is not the same as Cachupoy."
1481,Carly McNaul height 0.0.,Carl Limberger height 2019.,height is a functional property.,"Given the previous statements, is Carly McNaul the same as Carl Limberger?",No,Carly McNaul is not the same as Carl Limberger.,False,"No, Carly McNaul is not the same as Carl Limberger."
279,Carleton Varney deathYear 2022.,Cacho Fontana deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Carleton Varney the same as Cacho Fontana?",Yes,Carleton Varney is the same as Cacho Fontana.,True,"No, Carleton Varney is not the same as Cacho Fontana."
292,Povl Dissing deathYear 2022.,Cacho Fontana deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Povl Dissing the same as Cacho Fontana?",Yes,Povl Dissing is the same as Cacho Fontana.,True,"No, Povl Dissing is not the same as Cacho Fontana."
262,Carlo Fonseka deathYear 2019.,Cacho Castaña deathYear 2019.,deathYear is a functional property.,"Given the previous statements, is Carlo Fonseka the same as Cacho Castaña?",Yes,Carlo Fonseka is the same as Cacho Castaña.,True,"Yes, Carlo Fonseka and Cacho Castaa are the same"
1677,Campares populationTotal 0.,Cal Islet populationTotal 0.0.,populationTotal is a functional property.,"Given the previous statements, is Campares the same as Cal Islet?",No,Campares is not the same as Cal Islet.,False,"No, Campares is not the same as Cal Islet."
421,Lexus RX  Fourth generation AL20  1  AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 0.0035.,displacement is a functional property.,"Given the previous statements, is Lexus RX  Fourth generation AL20  1  AutomobileEngine  1 the same as Caparo T1 engine?",Yes,Lexus RX  Fourth generation AL20  1  AutomobileEngine  1 is the same as Caparo T1 engine.,True,"No, Lexus RX Fourth generation AL20 1 AutomobileEngine 1 is not the same"
1952,Reingardslivatnet width 1500.0.,Cabahan width 6.33e+07.,width is a functional property.,"Given the previous statements, is Reingardslivatnet the same as Cabahan?",No,Reingardslivatnet is not the same as Cabahan.,False,"Yes, Reingardslivatnet and Cabahan are the same."
809,USS Druid topSpeed 31.484.,Cagni-class submarine topSpeed 31.484.,topSpeed is a functional property.,"Given the previous statements, is USS Druid the same as Cagni-class submarine?",Yes,USS Druid is the same as Cagni-class submarine.,True,"Yes, USS Druid and Cagni-class submarine are the same"
380,Möbius diameter 50000.0.,Cailleux diameter 50000.0.,diameter is a functional property.,"Given the previous statements, is Möbius the same as Cailleux?",Yes,Möbius is the same as Cailleux.,True,"No, Möbius is not the same as Cailleux."
732,Scimitar-class patrol vessel topSpeed 59.264.,Cabrini-class patrol boat topSpeed 59.264.,topSpeed is a functional property.,"Given the previous statements, is Scimitar-class patrol vessel the same as Cabrini-class patrol boat?",Yes,Scimitar-class patrol vessel is the same as Cabrini-class patrol boat.,True,"No, Scimitar-class patrol vessel and Cabrini-class patrol boat are"
1874,Roger Moute a Bidias weight 93000.0.,Cachorro Mendoza weight 0065-04-28.,weight is a functional property.,"Given the previous statements, is Roger Moute a Bidias the same as Cachorro Mendoza?",No,Roger Moute a Bidias is not the same as Cachorro Mendoza.,False,"No, Roger Moute a Bidias is not the same as Cachorro"
96,Alfa Romeo 166  2.0 TS  2 acceleration 9.8.,Renault Koleos  First generation HY  1  2.0 L dCi  2 acceleration 9.8.,acceleration is a functional property.,"Given the previous statements, is Alfa Romeo 166  2.0 TS  2 the same as Renault Koleos  First generation HY  1  2.0 L dCi  2?",Yes,Alfa Romeo 166  2.0 TS  2 is the same as Renault Koleos  First generation HY  1  2.0 L dCi  2.,True,no
589,USS L-7 length 50.292.,Cabalva length 50.292.,length is a functional property.,"Given the previous statements, is USS L-7 the same as Cabalva?",Yes,USS L-7 is the same as Cabalva.,True,"No, USS L-7 is not the same as Cabalva."
1790,USS Gypsy -1) topSpeed 24.076.,Cadmus-class sloop topSpeed 9.8.,topSpeed is a functional property.,"Given the previous statements, is USS Gypsy -1) the same as Cadmus-class sloop?",No,USS Gypsy -1) is not the same as Cadmus-class sloop.,False,"No, USS Gypsy -1) is not the same as Cadmus-class "
882,Carlos Tejeda weight 96000.0.,Cadan Murley weight 96000.0.,weight is a functional property.,"Given the previous statements, is Carlos Tejeda the same as Cadan Murley?",Yes,Carlos Tejeda is the same as Cadan Murley.,True,"No, Carlos Tejeda is not the same as Cadan Murley."
1749,Ukrainian frigate Hetman Sahaidachny topSpeed 59.264.,Cabrini-class patrol boat topSpeed 3.10896.,topSpeed is a functional property.,"Given the previous statements, is Ukrainian frigate Hetman Sahaidachny the same as Cabrini-class patrol boat?",No,Ukrainian frigate Hetman Sahaidachny is not the same as Cabrini-class patrol boat.,False,"No, the Ukrainian frigate Hetman Sahaidachny is not the same"
395,Crile diameter 9000.0.,Cajal diameter 9000.0.,diameter is a functional property.,"Given the previous statements, is Crile the same as Cajal?",Yes,Crile is the same as Cajal.,True,"No, Crile is not the same as Cajal."
1962,Emeline Island width 320.0.,Caballo Island width 107775.0.,width is a functional property.,"Given the previous statements, is Emeline Island the same as Caballo Island?",No,Emeline Island is not the same as Caballo Island.,False,"Yes, Emeline Island and Caballo Island are the same."
1844,Carlos Andica weight 85000.0.,Cabous van der Westhuizen weight 0.,weight is a functional property.,"Given the previous statements, is Carlos Andica the same as Cabous van der Westhuizen?",No,Carlos Andica is not the same as Cabous van der Westhuizen.,False,"No, Carlos Andica is not the same as Cabous van der Westhuizen."
1755,Big Four topSpeed 31.484.,Cachalot-class submarine topSpeed 0092-04-26.,topSpeed is a functional property.,"Given the previous statements, is Big Four the same as Cachalot-class submarine?",No,Big Four is not the same as Cachalot-class submarine.,False,"No, Big Four is not the same as Cachalot-class submarine."
1371,Shi Shen diameter 43000.0.,Cai Lun diameter 0.,diameter is a functional property.,"Given the previous statements, is Shi Shen the same as Cai Lun?",No,Shi Shen is not the same as Cai Lun.,False,"No, Shi Shen is not the same as Cai Lun."
1376,Dewar diameter 50000.0.,Cailleux diameter 107775.0.,diameter is a functional property.,"Given the previous statements, is Dewar the same as Cailleux?",No,Dewar is not the same as Cailleux.,False,"No, Dewar is not the same as Cailleux."
232,Calvi deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Calvi the same as Cabo Anselmo?",Yes,Calvi is the same as Cabo Anselmo.,True,"No, Calvi is not the same as Cabo Anselmo."
1670,Caher Island populationTotal 0.,Cal Islet populationTotal 1989-07-19.,populationTotal is a functional property.,"Given the previous statements, is Caher Island the same as Cal Islet?",No,Caher Island is not the same as Cal Islet.,False,"No, Caher Island is not the same as Cal Islet."
1421,Lexus RX  Fourth generation AL20  1  AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 6.33e+07.,displacement is a functional property.,"Given the previous statements, is Lexus RX  Fourth generation AL20  1  AutomobileEngine  1 the same as Caparo T1 engine?",No,Lexus RX  Fourth generation AL20  1  AutomobileEngine  1 is not the same as Caparo T1 engine.,False,"No, Lexus RX Fourth generation AL20 1 AutomobileEngine 1 displacement is not the"
1694,"Calder Park, Victoria populationTotal 0.",Cala Iris Islet populationTotal 1968-04-24.,populationTotal is a functional property.,"Given the previous statements, is Calder Park, Victoria the same as Cala Iris Islet?",No,"Calder Park, Victoria is not the same as Cala Iris Islet.",False,"No, Calder Park, Victoria is not the same as Cala Iris Islet"
554,Puerto Rico Highway 133 length 2000.0.,Cabahan length 2000.0.,length is a functional property.,"Given the previous statements, is Puerto Rico Highway 133 the same as Cabahan?",Yes,Puerto Rico Highway 133 is the same as Cabahan.,True,"Yes, Puerto Rico Highway 133 and Cabahan are the same."
1040,Ruth Orkin birthDate 1921-09-03.,Cab Kaye birthDate 7.8E8.,birthDate is a functional property.,"Given the previous statements, is Ruth Orkin the same as Cab Kaye?",No,Ruth Orkin is not the same as Cab Kaye.,False,"No, Ruth Orkin is not the same as Cab Kaye."
55,Oonah Shannahan birthDate 1921-09-03.,Cab Kaye birthDate 1921-09-03.,birthDate is a functional property.,"Given the previous statements, is Oonah Shannahan the same as Cab Kaye?",Yes,Oonah Shannahan is the same as Cab Kaye.,True,"No, Oonah Shannahan is not the same as Cab Kaye."
1788,USS Grouse topSpeed 24.076.,Cadmus-class sloop topSpeed 0.,topSpeed is a functional property.,"Given the previous statements, is USS Grouse the same as Cadmus-class sloop?",No,USS Grouse is not the same as Cadmus-class sloop.,False,no
1263,Carlos Celdran deathYear 2019.,Cacho Castaña deathYear 51499.0.,deathYear is a functional property.,"Given the previous statements, is Carlos Celdran the same as Cacho Castaña?",No,Carlos Celdran is not the same as Cacho Castaña.,False,"No, Carlos Celdran is not the same as Cacho Castaa."
1558,"Queen Victoria Street, Fremantle length 2000.0.",Cabahan length 3.04391E8.,length is a functional property.,"Given the previous statements, is Queen Victoria Street, Fremantle the same as Cabahan?",No,"Queen Victoria Street, Fremantle is not the same as Cabahan.",False,"Yes, Queen Victoria Street, Fremantle and Cabahan are the same."
