ID,triple1,triple2,question,answer,inferred triple,label
158,Angie Chen Button is an Animal.,Angie Chen Button is the same as m.0102lqbh.,"Given the previous statements, is m.0102lqbh an Animal?",Yes,m.0102lqbh is a Animal.,True
159,Angie Chen Button is an Eukaryote.,Angie Chen Button is the same as m.0102lqbh.,"Given the previous statements, is m.0102lqbh an Eukaryote?",Yes,m.0102lqbh is a Eukaryote.,True
160,Thallarcha catasticta is an Insect.,Thallarcha catasticta is the same as m.0102rsqz.,"Given the previous statements, is m.0102rsqz an Insect?",Yes,m.0102rsqz is a Insect.,True
161,"Alton, Texas is a Place.","Alton, Texas is the same as m.010372.","Given the previous statements, is m.010372 a Place?",Yes,m.010372 is a Place.,True
162,"Alton, Texas is a Location.","Alton, Texas is the same as m.010372.","Given the previous statements, is m.010372 a Location?",Yes,m.010372 is a Location.,True
163,"Alton, Texas is a PopulatedPlace.","Alton, Texas is the same as m.010372.","Given the previous statements, is m.010372 a PopulatedPlace?",Yes,m.010372 is a PopulatedPlace.,True
164,"Doffing, Texas is a Place.","Doffing, Texas is the same as m.01038t.","Given the previous statements, is m.01038t a Place?",Yes,m.01038t is a Place.,True
165,"Doffing, Texas is a Location.","Doffing, Texas is the same as m.01038t.","Given the previous statements, is m.01038t a Location?",Yes,m.01038t is a Location.,True
166,"Doffing, Texas is a PopulatedPlace.","Doffing, Texas is the same as m.01038t.","Given the previous statements, is m.01038t a PopulatedPlace?",Yes,m.01038t is a PopulatedPlace.,True
167,"Pharr, Texas is a Place.","Pharr, Texas is the same as m.0103nv.","Given the previous statements, is m.0103nv a Place?",Yes,m.0103nv is a Place.,True
168,"Pharr, Texas is a Location.","Pharr, Texas is the same as m.0103nv.","Given the previous statements, is m.0103nv a Location?",Yes,m.0103nv is a Location.,True
169,"Pharr, Texas is a PopulatedPlace.","Pharr, Texas is the same as m.0103nv.","Given the previous statements, is m.0103nv a PopulatedPlace?",Yes,m.0103nv is a PopulatedPlace.,True
170,"Jacksboro, Texas is a Place.","Jacksboro, Texas is the same as m.0104g8.","Given the previous statements, is m.0104g8 a Place?",Yes,m.0104g8 is a Place.,True
171,"Jacksboro, Texas is a Location.","Jacksboro, Texas is the same as m.0104g8.","Given the previous statements, is m.0104g8 a Location?",Yes,m.0104g8 is a Location.,True
172,"Jacksboro, Texas is a PopulatedPlace.","Jacksboro, Texas is the same as m.0104g8.","Given the previous statements, is m.0104g8 a PopulatedPlace?",Yes,m.0104g8 is a PopulatedPlace.,True
173,"Grandview, Texas is a Place.","Grandview, Texas is the same as m.0104xw.","Given the previous statements, is m.0104xw a Place?",Yes,m.0104xw is a Place.,True
174,"Grandview, Texas is a Location.","Grandview, Texas is the same as m.0104xw.","Given the previous statements, is m.0104xw a Location?",Yes,m.0104xw is a Location.,True
175,"Grandview, Texas is a PopulatedPlace.","Grandview, Texas is the same as m.0104xw.","Given the previous statements, is m.0104xw a PopulatedPlace?",Yes,m.0104xw is a PopulatedPlace.,True
176,Doonbeg is a Place.,Doonbeg is the same as m.0105kf18.,"Given the previous statements, is m.0105kf18 a Place?",Yes,m.0105kf18 is a Place.,True
177,Doonbeg is a Location.,Doonbeg is the same as m.0105kf18.,"Given the previous statements, is m.0105kf18 a Location?",Yes,m.0105kf18 is a Location.,True
178,Doonbeg is a Region.,Doonbeg is the same as m.0105kf18.,"Given the previous statements, is m.0105kf18 a Region?",Yes,m.0105kf18 is a Region.,True
179,Eden Valley Museum is a Museum.,Eden Valley Museum is the same as m.0105kh06.,"Given the previous statements, is m.0105kh06 a Museum?",Yes,m.0105kh06 is a Museum.,True
180,Anbe Odi Vaa is a Work.,Anbe Odi Vaa is the same as m.0105kqj7.,"Given the previous statements, is m.0105kqj7 a Work?",Yes,m.0105kqj7 is a Work.,True
181,Anbe Odi Vaa is a Film.,Anbe Odi Vaa is the same as m.0105kqj7.,"Given the previous statements, is m.0105kqj7 a Film?",Yes,m.0105kqj7 is a Film.,True
182,Penrhosfeilw is a Place.,Penrhosfeilw is the same as m.0105kqk8.,"Given the previous statements, is m.0105kqk8 a Place?",Yes,m.0105kqk8 is a Place.,True
183,Penrhosfeilw is a Location.,Penrhosfeilw is the same as m.0105kqk8.,"Given the previous statements, is m.0105kqk8 a Location?",Yes,m.0105kqk8 is a Location.,True
184,Penrhosfeilw is a PopulatedPlace.,Penrhosfeilw is the same as m.0105kqk8.,"Given the previous statements, is m.0105kqk8 a PopulatedPlace?",Yes,m.0105kqk8 is a PopulatedPlace.,True
185,2015 Canoe Slalom World Cup is a TelevisionShow.,2015 Canoe Slalom World Cup is the same as m.0105kqt0.,"Given the previous statements, is m.0105kqt0 a TelevisionShow?",Yes,m.0105kqt0 is a TelevisionShow.,True
186,Tom Kelly is a Person.,Tom Kelly is the same as m.0105lf3g.,"Given the previous statements, is m.0105lf3g a Person?",Yes,m.0105lf3g is a Person.,True
187,Tom Kelly is an Animal.,Tom Kelly is the same as m.0105lf3g.,"Given the previous statements, is m.0105lf3g an Animal?",Yes,m.0105lf3g is a Animal.,True
188,Tom Kelly is an Athlete.,Tom Kelly is the same as m.0105lf3g.,"Given the previous statements, is m.0105lf3g an Athlete?",Yes,m.0105lf3g is a Athlete.,True
189,Brongwyn is a Place.,Brongwyn is the same as m.0105ljxq.,"Given the previous statements, is m.0105ljxq a Place?",Yes,m.0105ljxq is a Place.,True
190,Brongwyn is a Location.,Brongwyn is the same as m.0105ljxq.,"Given the previous statements, is m.0105ljxq a Location?",Yes,m.0105ljxq is a Location.,True
191,Brongwyn is a PopulatedPlace.,Brongwyn is the same as m.0105ljxq.,"Given the previous statements, is m.0105ljxq a PopulatedPlace?",Yes,m.0105ljxq is a PopulatedPlace.,True
192,Allium zebdanense is an Eukaryote.,Allium zebdanense is the same as m.0105lkgq.,"Given the previous statements, is m.0105lkgq an Eukaryote?",Yes,m.0105lkgq is a Eukaryote.,True
193,Xanthophyllum reflexum is a Plant.,Xanthophyllum reflexum is the same as m.0105lxgl.,"Given the previous statements, is m.0105lxgl a Plant?",Yes,m.0105lxgl is a Plant.,True
194,1947–48 St. Louis Bombers  season is an Aircraft.,1947–48 St. Louis Bombers  season is the same as m.0105m4rm.,"Given the previous statements, is m.0105m4rm an Aircraft?",Yes,m.0105m4rm is a Aircraft.,True
195,Phoenicoprocta jamaicensis is an Animal.,Phoenicoprocta jamaicensis is the same as m.0105mgn9.,"Given the previous statements, is m.0105mgn9 an Animal?",Yes,m.0105mgn9 is a Animal.,True
196,Phoenicoprocta jamaicensis is an Eukaryote.,Phoenicoprocta jamaicensis is the same as m.0105mgn9.,"Given the previous statements, is m.0105mgn9 an Eukaryote?",Yes,m.0105mgn9 is a Eukaryote.,True
197,Phoenicoprocta jamaicensis is a Species.,Phoenicoprocta jamaicensis is the same as m.0105mgn9.,"Given the previous statements, is m.0105mgn9 a Species?",Yes,m.0105mgn9 is a Species.,True
198,Mahonia gracilis is an Eukaryote.,Mahonia gracilis is the same as m.0105mhf1.,"Given the previous statements, is m.0105mhf1 an Eukaryote?",Yes,m.0105mhf1 is a Eukaryote.,True
199,Tony Marvin is a Person.,Tony Marvin is the same as m.0105mnrz.,"Given the previous statements, is m.0105mnrz a Person?",Yes,m.0105mnrz is a Person.,True
200,Tony Marvin is an Animal.,Tony Marvin is the same as m.0105mnrz.,"Given the previous statements, is m.0105mnrz an Animal?",Yes,m.0105mnrz is a Animal.,True
201,Tony Marvin is an Eukaryote.,Tony Marvin is the same as m.0105mnrz.,"Given the previous statements, is m.0105mnrz an Eukaryote?",Yes,m.0105mnrz is a Eukaryote.,True
202,Betabrand is a Company.,Betabrand is the same as m.0105mp0k.,"Given the previous statements, is m.0105mp0k a Company?",Yes,m.0105mp0k is a Company.,True
203,Betabrand is an Agent.,Betabrand is the same as m.0105mp0k.,"Given the previous statements, is m.0105mp0k an Agent?",Yes,m.0105mp0k is a Agent.,True
204,Betabrand is an Organisation.,Betabrand is the same as m.0105mp0k.,"Given the previous statements, is m.0105mp0k an Organisation?",Yes,m.0105mp0k is a Organisation.,True
205,Ivargal Varungala Thoongal is a Work.,Ivargal Varungala Thoongal is the same as m.0105mw11.,"Given the previous statements, is m.0105mw11 a Work?",Yes,m.0105mw11 is a Work.,True
206,Ivargal Varungala Thoongal is a Film.,Ivargal Varungala Thoongal is the same as m.0105mw11.,"Given the previous statements, is m.0105mw11 a Film?",Yes,m.0105mw11 is a Film.,True
207,Radičová's Cabinet is an Organisation.,Radičová's Cabinet is the same as m.0105n1gn.,"Given the previous statements, is m.0105n1gn an Organisation?",Yes,m.0105n1gn is a Organisation.,True
208,Mary Wacera Ngugi is a Person.,Mary Wacera Ngugi is the same as m.0105n1m9.,"Given the previous statements, is m.0105n1m9 a Person?",Yes,m.0105n1m9 is a Person.,True
209,Daniel Spencer is a Person.,Daniel Spencer is the same as m.0105n82n.,"Given the previous statements, is m.0105n82n a Person?",Yes,m.0105n82n is a Person.,True
210,Penbol is a Place.,Penbol is the same as m.0105n90t.,"Given the previous statements, is m.0105n90t a Place?",Yes,m.0105n90t is a Place.,True
211,Penbol is a Location.,Penbol is the same as m.0105n90t.,"Given the previous statements, is m.0105n90t a Location?",Yes,m.0105n90t is a Location.,True
212,Penbol is a PopulatedPlace.,Penbol is the same as m.0105n90t.,"Given the previous statements, is m.0105n90t a PopulatedPlace?",Yes,m.0105n90t is a PopulatedPlace.,True
213,Puri Ahmedabad Express is a Ship.,Puri Ahmedabad Express is the same as m.0105nzf5.,"Given the previous statements, is m.0105nzf5 a Ship?",Yes,m.0105nzf5 is a Ship.,True
214,D'Evereux is a Place.,D'Evereux is the same as m.0105p2y4.,"Given the previous statements, is m.0105p2y4 a Place?",Yes,m.0105p2y4 is a Place.,True
215,D'Evereux is a Location.,D'Evereux is the same as m.0105p2y4.,"Given the previous statements, is m.0105p2y4 a Location?",Yes,m.0105p2y4 is a Location.,True
216,D'Evereux is a Building.,D'Evereux is the same as m.0105p2y4.,"Given the previous statements, is m.0105p2y4 a Building?",Yes,m.0105p2y4 is a Building.,True
217,Maen-y-groes is a Place.,Maen-y-groes is the same as m.0105p3pn.,"Given the previous statements, is m.0105p3pn a Place?",Yes,m.0105p3pn is a Place.,True
218,Maen-y-groes is a Location.,Maen-y-groes is the same as m.0105p3pn.,"Given the previous statements, is m.0105p3pn a Location?",Yes,m.0105p3pn is a Location.,True
219,Maen-y-groes is a PopulatedPlace.,Maen-y-groes is the same as m.0105p3pn.,"Given the previous statements, is m.0105p3pn a PopulatedPlace?",Yes,m.0105p3pn is a PopulatedPlace.,True
220,Zobahan Freeway is an Infrastructure.,Zobahan Freeway is the same as m.0105pbgw.,"Given the previous statements, is m.0105pbgw an Infrastructure?",Yes,m.0105pbgw is a Infrastructure.,True
221,Zobahan Freeway is a RouteOfTransportation.,Zobahan Freeway is the same as m.0105pbgw.,"Given the previous statements, is m.0105pbgw a RouteOfTransportation?",Yes,m.0105pbgw is a RouteOfTransportation.,True
222,Zobahan Freeway is an ArchitecturalStructure.,Zobahan Freeway is the same as m.0105pbgw.,"Given the previous statements, is m.0105pbgw an ArchitecturalStructure?",Yes,m.0105pbgw is a ArchitecturalStructure.,True
223,Stryd-y-Facsen is a Place.,Stryd-y-Facsen is the same as m.0105pbwb.,"Given the previous statements, is m.0105pbwb a Place?",Yes,m.0105pbwb is a Place.,True
224,Stryd-y-Facsen is a Location.,Stryd-y-Facsen is the same as m.0105pbwb.,"Given the previous statements, is m.0105pbwb a Location?",Yes,m.0105pbwb is a Location.,True
225,Stryd-y-Facsen is a PopulatedPlace.,Stryd-y-Facsen is the same as m.0105pbwb.,"Given the previous statements, is m.0105pbwb a PopulatedPlace?",Yes,m.0105pbwb is a PopulatedPlace.,True
226,Johan Bellemans is a Person.,Johan Bellemans is the same as m.0105r486.,"Given the previous statements, is m.0105r486 a Person?",Yes,m.0105r486 is a Person.,True
227,Virbia fluminea is an Insect.,Virbia fluminea is the same as m.0105r6tg.,"Given the previous statements, is m.0105r6tg an Insect?",Yes,m.0105r6tg is a Insect.,True
228,Government of the District of Columbia is a Company.,Government of the District of Columbia is the same as m.0105rtpb.,"Given the previous statements, is m.0105rtpb a Company?",Yes,m.0105rtpb is a Company.,True
229,Utetheisa amhara is an Insect.,Utetheisa amhara is the same as m.0105s2k8.,"Given the previous statements, is m.0105s2k8 an Insect?",Yes,m.0105s2k8 is a Insect.,True
230,E. W. Cannon House and Store is an ArchitecturalStructure.,E. W. Cannon House and Store is the same as m.0105sydy.,"Given the previous statements, is m.0105sydy an ArchitecturalStructure?",Yes,m.0105sydy is a ArchitecturalStructure.,True
231,E. W. Cannon House and Store is a Building.,E. W. Cannon House and Store is the same as m.0105sydy.,"Given the previous statements, is m.0105sydy a Building?",Yes,m.0105sydy is a Building.,True
232,Skyhook theory is an Organisation.,Skyhook theory is the same as m.0105tfrn.,"Given the previous statements, is m.0105tfrn an Organisation?",Yes,m.0105tfrn is a Organisation.,True
233,"Hondo, Texas is a Place.","Hondo, Texas is the same as m.0106gn.","Given the previous statements, is m.0106gn a Place?",Yes,m.0106gn is a Place.,True
234,"Hondo, Texas is a Location.","Hondo, Texas is the same as m.0106gn.","Given the previous statements, is m.0106gn a Location?",Yes,m.0106gn is a Location.,True
235,"Hondo, Texas is a PopulatedPlace.","Hondo, Texas is the same as m.0106gn.","Given the previous statements, is m.0106gn a PopulatedPlace?",Yes,m.0106gn is a PopulatedPlace.,True
236,Arctostaphylos wellsii is a Plant.,Arctostaphylos wellsii is the same as m.0107 t2v.,"Given the previous statements, is m.0107 t2v a Plant?",Yes,m.0107 t2v is a Plant.,True
237,Anthony-Kinney Farm is an ArchitecturalStructure.,Anthony-Kinney Farm is the same as m.0107 w3s.,"Given the previous statements, is m.0107 w3s an ArchitecturalStructure?",Yes,m.0107 w3s is a ArchitecturalStructure.,True
238,"Springtown, Texas is a Place.","Springtown, Texas is the same as m.0107n7.","Given the previous statements, is m.0107n7 a Place?",Yes,m.0107n7 is a Place.,True
239,"Springtown, Texas is a Location.","Springtown, Texas is the same as m.0107n7.","Given the previous statements, is m.0107n7 a Location?",Yes,m.0107n7 is a Location.,True
240,"Springtown, Texas is a PopulatedPlace.","Springtown, Texas is the same as m.0107n7.","Given the previous statements, is m.0107n7 a PopulatedPlace?",Yes,m.0107n7 is a PopulatedPlace.,True
241,Ioannis Andreas Kargas is a Person.,Ioannis Andreas Kargas is the same as m.0107zcms.,"Given the previous statements, is m.0107zcms a Person?",Yes,m.0107zcms is a Person.,True
242,Daxatina is an Animal.,Daxatina is the same as m.0107zq20.,"Given the previous statements, is m.0107zq20 an Animal?",Yes,m.0107zq20 is a Animal.,True
243,Daxatina is an Eukaryote.,Daxatina is the same as m.0107zq20.,"Given the previous statements, is m.0107zq20 an Eukaryote?",Yes,m.0107zq20 is a Eukaryote.,True
244,Daxatina is a Mollusca.,Daxatina is the same as m.0107zq20.,"Given the previous statements, is m.0107zq20 a Mollusca?",Yes,m.0107zq20 is a Mollusca.,True
245,Hôtel de Villeroy is a Building.,Hôtel de Villeroy is the same as m.01081grg.,"Given the previous statements, is m.01081grg a Building?",Yes,m.01081grg is a Building.,True
246,"Toyah, Texas is a Place.","Toyah, Texas is the same as m.01081w.","Given the previous statements, is m.01081w a Place?",Yes,m.01081w is a Place.,True
247,"Toyah, Texas is a Location.","Toyah, Texas is the same as m.01081w.","Given the previous statements, is m.01081w a Location?",Yes,m.01081w is a Location.,True
248,"Toyah, Texas is a PopulatedPlace.","Toyah, Texas is the same as m.01081w.","Given the previous statements, is m.01081w a PopulatedPlace?",Yes,m.01081w is a PopulatedPlace.,True
249,Family Guy: The Quest for Stuff is a Software.,Family Guy: The Quest for Stuff is the same as m.01083236.,"Given the previous statements, is m.01083236 a Software?",Yes,m.01083236 is a Software.,True
250,Family Guy: The Quest for Stuff is a Work.,Family Guy: The Quest for Stuff is the same as m.01083236.,"Given the previous statements, is m.01083236 a Work?",Yes,m.01083236 is a Work.,True
251,Family Guy: The Quest for Stuff is a VideoGame.,Family Guy: The Quest for Stuff is the same as m.01083236.,"Given the previous statements, is m.01083236 a VideoGame?",Yes,m.01083236 is a VideoGame.,True
252,Alfred Høy is a Person.,Alfred Høy is the same as m.01084shd.,"Given the previous statements, is m.01084shd a Person?",Yes,m.01084shd is a Person.,True
253,Alfred Høy is an Animal.,Alfred Høy is the same as m.01084shd.,"Given the previous statements, is m.01084shd an Animal?",Yes,m.01084shd is a Animal.,True
254,Alfred Høy is an Eukaryote.,Alfred Høy is the same as m.01084shd.,"Given the previous statements, is m.01084shd an Eukaryote?",Yes,m.01084shd is a Eukaryote.,True
255,Katie Perkins is a Person.,Katie Perkins is the same as m.01084vxd.,"Given the previous statements, is m.01084vxd a Person?",Yes,m.01084vxd is a Person.,True
