ID,triple1,question,answer,inferred triple,label,LLM output
1268,Camp Merriam is different from Camp Merriam.,"Given the previous statement, is Camp Merritt an Camp Merriam?",No,Camp Merritt is not different from Camp Merriam.,False,"Yes, Camp Merritt is an Camp Merriam."
1115,Calenzano is different from Calenzano.,"Given the previous statement, is Calenzana an Calenzano?",No,Calenzana is not different from Calenzano.,False,"No, Calenzano is not an Calenzano."
1002,Caballos Formation is different from Caballos Formation.,"Given the previous statement, is Caballos Novaculite an Caballos Formation?",No,Caballos Novaculite is not different from Caballos Formation.,False,"No, Caballos Novaculite is not an Caballos Formation."
1836,Casey Jones is different from Casey Jones.,"Given the previous statement, is K. C. Jones an Casey Jones?",No,K. C. Jones is not different from Casey Jones.,False,"No, K. C. Jones is not Casey Jones."
945,American Conference is different from American Football Conference.,"Given the previous statement, is American Football Conference an American Conference?",Yes,American Football Conference is different from American Conference.,True,"Yes, the American Football Conference is an American Conference."
763,"Carrick, Cumnock and Doon Valley is different from Doon Valley.","Given the previous statement, is Doon Valley an Carrick, Cumnock and Doon Valley?",Yes,"Doon Valley is different from Carrick, Cumnock and Doon Valley.",True,"No, Doon Valley is not Carrick, Cumnock and Doon Valley."
414,Canon EOS 6D is different from Canon EOS 60D.,"Given the previous statement, is Canon EOS 60D an Canon EOS 6D?",Yes,Canon EOS 60D is different from Canon EOS 6D.,True,"Yes, the Canon EOS 60D is different from the Canon EOS 6D."
870,Castle Donington is different from Castle Donnington.,"Given the previous statement, is Castle Donnington an Castle Donington?",Yes,Castle Donnington is different from Castle Donington.,True,"Yes, Castle Donington is an Castle Donnington."
1904,Catalan Countries is different from Catalan Countries.,"Given the previous statement, is Catalan counties an Catalan Countries?",No,Catalan counties is not different from Catalan Countries.,False,"Yes, Catalan countries are different from Catalan countries."
1150,Call Me Maybe is different from Call Me Maybe.,"Given the previous statement, is Call Me Baby an Call Me Maybe?",No,Call Me Baby is not different from Call Me Maybe.,False,"Yes, Call Me Baby and Call Me Maybe are both phrases that refer to a conversation between"
758,"Carrara, Queensland is different from Karara.","Given the previous statement, is Karara an Carrara, Queensland?",Yes,"Karara is different from Carrara, Queensland.",True,"Yes, Karara is different from Carrara, Queensland."
292,Can't Find My Way Home is different from I'll Find My Way Home.,"Given the previous statement, is I'll Find My Way Home an Can't Find My Way Home?",Yes,I'll Find My Way Home is different from Can't Find My Way Home.,True,"Yes, I'll Find My Way Home and Can't Find My Way Home are both"
1903,Cat lady is different from Cat lady.,"Given the previous statement, is Catgirl an Cat lady?",No,Catgirl is not different from Cat lady.,False,"Yes, Catgirl is an Cat lady."
589,Carl A. Anderson is different from Carl Albert Andersen.,"Given the previous statement, is Carl Albert Andersen an Carl A. Anderson?",Yes,Carl Albert Andersen is different from Carl A. Anderson.,True,"Yes, Carl Albert Andersen and Carl A Anderson are both scientists."
1008,Cabinet of François Fillon is different from Cabinet of François Fillon.,"Given the previous statement, is Fillon Government an Cabinet of François Fillon?",No,Fillon Government is not different from Cabinet of François Fillon.,False,"Yes, the Fillon Government is a Cabinet of François Fillon."
1369,"Canna, Scotland is different from Canna, Scotland.","Given the previous statement, is Càrna an Canna, Scotland?",No,"Càrna is not different from Canna, Scotland.",False,"Yes, Càrna is different from Canna, Scotland."
1583,Cargill is different from Cargill.,"Given the previous statement, is Kargil an Cargill?",No,Kargil is not different from Cargill.,False,"No, Kargil is not Cargill."
1300,Can We Get Together is different from Can We Get Together.,"Given the previous statement, is We Can Get Together an Can We Get Together?",No,We Can Get Together is not different from Can We Get Together.,False,"Yes, We Can Get Together is different from Can We Get Together."
1431,Canstruct International is different from Canstruct International.,"Given the previous statement, is Canstruction an Canstruct International?",No,Canstruction is not different from Canstruct International.,False,"Yes, Canstruction is an Canstruct International."
919,Ameba is different from Abema.,"Given the previous statement, is Abema an Ameba?",Yes,Abema is different from Ameba.,True,"Yes, Abema is an Ameba."
912,Cataract River is different from Cataract River.,"Given the previous statement, is Cataract River an Cataract River?",Yes,Cataract River is different from Cataract River.,True,"Yes, Cataract River is an Cataract River."
973,American Sugar Refining is different from American Sugar Refining Company.,"Given the previous statement, is American Sugar Refining Company an American Sugar Refining?",Yes,American Sugar Refining Company is different from American Sugar Refining.,True,"Yes, American Sugar Refining Company is different from American Sugar Refining."
728,Carnosine is different from Carnitine.,"Given the previous statement, is Carnitine an Carnosine?",Yes,Carnitine is different from Carnosine.,True,"No, Carnosine is not the same as Carnitine."
986,American philosophy is different from Indigenous American philosophy.,"Given the previous statement, is Indigenous American philosophy an American philosophy?",Yes,Indigenous American philosophy is different from American philosophy.,True,"Yes, Indigenous American philosophy is an American philosophy."
1815,Carzano is different from Carzano.,"Given the previous statement, is Karzan an Carzano?",No,Karzan is not different from Carzano.,False,"Yes, Karzan is an Carzano."
273,Camp Tulelake is different from Tule Lake War Relocation Center.,"Given the previous statement, is Tule Lake War Relocation Center an Camp Tulelake?",Yes,Tule Lake War Relocation Center is different from Camp Tulelake.,True,"Yes, Tule Lake War Relocation Center is an Camp Tulelake."
1626,"Carlisle, Kentucky is different from Carlisle, Kentucky.","Given the previous statement, is Kentucky an Carlisle, Kentucky?",No,"Kentucky is not different from Carlisle, Kentucky.",False,"Yes, Carlisle, Kentucky is different from Carlisle, Kentucky."
267,Camp Merriam is different from California.,"Given the previous statement, is California an Camp Merriam?",Yes,California is different from Camp Merriam.,True,"Yes, California is an Camp Merriam."
498,Capital and Counties Bank is different from Cambridge & Counties Bank.,"Given the previous statement, is Cambridge & Counties Bank an Capital and Counties Bank?",Yes,Cambridge & Counties Bank is different from Capital and Counties Bank.,True,"Yes, Cambridge & Counties Bank is an Capital and Counties Bank."
423,Canon RF lens mount is different from Canon R lens mount.,"Given the previous statement, is Canon R lens mount an Canon RF lens mount?",Yes,Canon R lens mount is different from Canon RF lens mount.,True,"Yes, Canon R lens mount is different from Canon RF lens mount."
1413,Canon EOS 600D is different from Canon EOS 600D.,"Given the previous statement, is Canon EOS 60D an Canon EOS 600D?",No,Canon EOS 60D is not different from Canon EOS 600D.,False,"No, the Canon EOS 600D is not an Canon EOS 600D."
1182,Camaleona is different from Camaleona.,"Given the previous statement, is Camaleones an Camaleona?",No,Camaleones is not different from Camaleona.,False,"No, Camaleones is not an Camaleona."
1138,California Science Center is different from California Science Center.,"Given the previous statement, is California Institute of Science an California Science Center?",No,California Institute of Science is not different from California Science Center.,False,"No, California Institute of Science is not an California Science Center."
438,"Canton, Ohio is different from Kenton.","Given the previous statement, is Kenton an Canton, Ohio?",Yes,"Kenton is different from Canton, Ohio.",True,"No, Kenton is not a city in Canton, Ohio."
998,Aminadab is different from Aminadav.,"Given the previous statement, is Aminadav an Aminadab?",Yes,Aminadav is different from Aminadab.,True,"Yes, Aminadav is different from Aminadab."
816,Casa Grande Ruins National Monument is different from Casas Grandes.,"Given the previous statement, is Casas Grandes an Casa Grande Ruins National Monument?",Yes,Casas Grandes is different from Casa Grande Ruins National Monument.,True,"No, Casas Grandes is not an Casa Grande Ruins National Monument."
731,Carol J. Adams is different from Failure to refer.,"Given the previous statement, is Failure to refer an Carol J. Adams?",Yes,Failure to refer is different from Carol J. Adams.,True,"No, Failure to refer is not the same as Carol J. Adams."
1509,Cappuccino is different from Cappuccino.,"Given the previous statement, is Cappucino an Cappuccino?",No,Cappucino is not different from Cappuccino.,False,"Yes, Cappuccino is different from Cappuccino."
1657,Carlos Espinosa is different from Carlos Espinosa.,"Given the previous statement, is Carlos Espinoza an Carlos Espinosa?",No,Carlos Espinoza is not different from Carlos Espinosa.,False,"Yes, Carlos Espinoza is different from Carlos Espinosa."
1745,Carolyn Browne is different from Carolyn Browne.,"Given the previous statement, is Carolyn Brown an Carolyn Browne?",No,Carolyn Brown is not different from Carolyn Browne.,False,"No, Carolyn Browne is not Carolyn Browne."
855,Castagnito is different from Castagneto.,"Given the previous statement, is Castagneto an Castagnito?",Yes,Castagneto is different from Castagnito.,True,"Yes, Castagnito is different from Castagneto."
787,Carson and Others v. The United Kingdom is different from Others v. The United Kingdom.,"Given the previous statement, is Others v. The United Kingdom an Carson and Others v. The United Kingdom?",Yes,Others v. The United Kingdom is different from Carson and Others v. The United Kingdom.,True,"Yes, Others v. The United Kingdom is different from Carson and Others v. The"
45,Caesium is different from Cerium.,"Given the previous statement, is Cerium an Caesium?",Yes,Cerium is different from Caesium.,True,"Yes, Caesium is different from Cerium."
