ID,triple1,triple2,triple3,question,answer,inferred triple,label
260,C E 68.,O E 68.,E is a functional property.,"Given the previous statements, is O the same as C?",Yes,O is the same as C.,True
261,C I 73.,J I 73.,I is a functional property.,"Given the previous statements, is J the same as C?",Yes,J is the same as C.,True
262,C P 19.,K P 19.,P is a functional property.,"Given the previous statements, is K the same as C?",Yes,K is the same as C.,True
263,C D 50.,H D 50.,D is a functional property.,"Given the previous statements, is H the same as C?",Yes,H is the same as C.,True
264,C L 69.,R L 69.,L is a functional property.,"Given the previous statements, is R the same as C?",Yes,R is the same as C.,True
265,C B 3.,W B 3.,B is a functional property.,"Given the previous statements, is W the same as C?",Yes,W is the same as C.,True
266,C H 96.,S H 96.,H is a functional property.,"Given the previous statements, is S the same as C?",Yes,S is the same as C.,True
267,C I 41.,J I 41.,I is a functional property.,"Given the previous statements, is J the same as C?",Yes,J is the same as C.,True
268,C X 1.,P X 1.,X is a functional property.,"Given the previous statements, is P the same as C?",Yes,P is the same as C.,True
269,C S 50.,G S 50.,S is a functional property.,"Given the previous statements, is G the same as C?",Yes,G is the same as C.,True
270,C L 80.,R L 80.,L is a functional property.,"Given the previous statements, is R the same as C?",Yes,R is the same as C.,True
271,C F 34.,B F 34.,F is a functional property.,"Given the previous statements, is B the same as C?",Yes,B is the same as C.,True
272,C W 82.,L W 82.,W is a functional property.,"Given the previous statements, is L the same as C?",Yes,L is the same as C.,True
273,C G 78.,A G 78.,G is a functional property.,"Given the previous statements, is A the same as C?",Yes,A is the same as C.,True
274,C M 61.,F M 61.,M is a functional property.,"Given the previous statements, is F the same as C?",Yes,F is the same as C.,True
275,C V 58.,X V 58.,V is a functional property.,"Given the previous statements, is X the same as C?",Yes,X is the same as C.,True
276,C U 51.,Q U 51.,U is a functional property.,"Given the previous statements, is Q the same as C?",Yes,Q is the same as C.,True
277,C M 46.,E M 46.,M is a functional property.,"Given the previous statements, is E the same as C?",Yes,E is the same as C.,True
278,C M 77.,F M 77.,M is a functional property.,"Given the previous statements, is F the same as C?",Yes,F is the same as C.,True
279,C Z 9.,T Z 9.,Z is a functional property.,"Given the previous statements, is T the same as C?",Yes,T is the same as C.,True
280,C D 83.,J D 83.,D is a functional property.,"Given the previous statements, is J the same as C?",Yes,J is the same as C.,True
281,C W 71.,T W 71.,W is a functional property.,"Given the previous statements, is T the same as C?",Yes,T is the same as C.,True
282,C H 75.,M H 75.,H is a functional property.,"Given the previous statements, is M the same as C?",Yes,M is the same as C.,True
283,C Y 94.,M Y 94.,Y is a functional property.,"Given the previous statements, is M the same as C?",Yes,M is the same as C.,True
284,C G 22.,W G 22.,G is a functional property.,"Given the previous statements, is W the same as C?",Yes,W is the same as C.,True
285,C Q 53.,E Q 53.,Q is a functional property.,"Given the previous statements, is E the same as C?",Yes,E is the same as C.,True
286,C L 1.,M L 1.,L is a functional property.,"Given the previous statements, is M the same as C?",Yes,M is the same as C.,True
287,C E 22.,B E 22.,E is a functional property.,"Given the previous statements, is B the same as C?",Yes,B is the same as C.,True
288,C G 75.,A G 75.,G is a functional property.,"Given the previous statements, is A the same as C?",Yes,A is the same as C.,True
289,C J 99.,K J 99.,J is a functional property.,"Given the previous statements, is K the same as C?",Yes,K is the same as C.,True
290,C I 55.,V I 55.,I is a functional property.,"Given the previous statements, is V the same as C?",Yes,V is the same as C.,True
291,C Z 92.,Y Z 92.,Z is a functional property.,"Given the previous statements, is Y the same as C?",Yes,Y is the same as C.,True
292,C D 58.,P D 58.,D is a functional property.,"Given the previous statements, is P the same as C?",Yes,P is the same as C.,True
293,C S 47.,Z S 47.,S is a functional property.,"Given the previous statements, is Z the same as C?",Yes,Z is the same as C.,True
294,C V 3.,U V 3.,V is a functional property.,"Given the previous statements, is U the same as C?",Yes,U is the same as C.,True
295,C S 61.,R S 61.,S is a functional property.,"Given the previous statements, is R the same as C?",Yes,R is the same as C.,True
296,C U 40.,D U 40.,U is a functional property.,"Given the previous statements, is D the same as C?",Yes,D is the same as C.,True
297,C W 44.,R W 44.,W is a functional property.,"Given the previous statements, is R the same as C?",Yes,R is the same as C.,True
298,C Y 82.,E Y 82.,Y is a functional property.,"Given the previous statements, is E the same as C?",Yes,E is the same as C.,True
299,C U 69.,X U 69.,U is a functional property.,"Given the previous statements, is X the same as C?",Yes,X is the same as C.,True
300,C S 71.,T S 71.,S is a functional property.,"Given the previous statements, is T the same as C?",Yes,T is the same as C.,True
301,D K 60.,H K 60.,K is a functional property.,"Given the previous statements, is H the same as D?",Yes,H is the same as D.,True
302,D Z 26.,X Z 26.,Z is a functional property.,"Given the previous statements, is X the same as D?",Yes,X is the same as D.,True
303,D I 62.,O I 62.,I is a functional property.,"Given the previous statements, is O the same as D?",Yes,O is the same as D.,True
304,D Q 50.,S Q 50.,Q is a functional property.,"Given the previous statements, is S the same as D?",Yes,S is the same as D.,True
305,D P 61.,V P 61.,P is a functional property.,"Given the previous statements, is V the same as D?",Yes,V is the same as D.,True
306,D R 14.,J R 14.,R is a functional property.,"Given the previous statements, is J the same as D?",Yes,J is the same as D.,True
307,D P 77.,R P 77.,P is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True
308,D Z 98.,W Z 98.,Z is a functional property.,"Given the previous statements, is W the same as D?",Yes,W is the same as D.,True
309,D Q 61.,N Q 61.,Q is a functional property.,"Given the previous statements, is N the same as D?",Yes,N is the same as D.,True
310,D U 20.,O U 20.,U is a functional property.,"Given the previous statements, is O the same as D?",Yes,O is the same as D.,True
311,D B 60.,W B 60.,B is a functional property.,"Given the previous statements, is W the same as D?",Yes,W is the same as D.,True
312,D M 35.,B M 35.,M is a functional property.,"Given the previous statements, is B the same as D?",Yes,B is the same as D.,True
313,D V 27.,F V 27.,V is a functional property.,"Given the previous statements, is F the same as D?",Yes,F is the same as D.,True
314,D G 92.,I G 92.,G is a functional property.,"Given the previous statements, is I the same as D?",Yes,I is the same as D.,True
315,D G 20.,Q G 20.,G is a functional property.,"Given the previous statements, is Q the same as D?",Yes,Q is the same as D.,True
316,D H 94.,E H 94.,H is a functional property.,"Given the previous statements, is E the same as D?",Yes,E is the same as D.,True
317,D N 37.,C N 37.,N is a functional property.,"Given the previous statements, is C the same as D?",Yes,C is the same as D.,True
318,D O 85.,Y O 85.,O is a functional property.,"Given the previous statements, is Y the same as D?",Yes,Y is the same as D.,True
319,D T 44.,B T 44.,T is a functional property.,"Given the previous statements, is B the same as D?",Yes,B is the same as D.,True
320,D H 56.,L H 56.,H is a functional property.,"Given the previous statements, is L the same as D?",Yes,L is the same as D.,True
321,D T 79.,Z T 79.,T is a functional property.,"Given the previous statements, is Z the same as D?",Yes,Z is the same as D.,True
322,D I 78.,R I 78.,I is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True
323,D U 8.,P U 8.,U is a functional property.,"Given the previous statements, is P the same as D?",Yes,P is the same as D.,True
324,D X 81.,K X 81.,X is a functional property.,"Given the previous statements, is K the same as D?",Yes,K is the same as D.,True
325,D X 3.,B X 3.,X is a functional property.,"Given the previous statements, is B the same as D?",Yes,B is the same as D.,True
326,D E 22.,U E 22.,E is a functional property.,"Given the previous statements, is U the same as D?",Yes,U is the same as D.,True
327,D K 49.,G K 49.,K is a functional property.,"Given the previous statements, is G the same as D?",Yes,G is the same as D.,True
328,D P 71.,R P 71.,P is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True
329,D K 63.,T K 63.,K is a functional property.,"Given the previous statements, is T the same as D?",Yes,T is the same as D.,True
330,D H 44.,R H 44.,H is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True
331,D V 99.,J V 99.,V is a functional property.,"Given the previous statements, is J the same as D?",Yes,J is the same as D.,True
332,D W 56.,U W 56.,W is a functional property.,"Given the previous statements, is U the same as D?",Yes,U is the same as D.,True
333,D A 65.,B A 65.,A is a functional property.,"Given the previous statements, is B the same as D?",Yes,B is the same as D.,True
334,D W 68.,A W 68.,W is a functional property.,"Given the previous statements, is A the same as D?",Yes,A is the same as D.,True
335,D F 47.,B F 47.,F is a functional property.,"Given the previous statements, is B the same as D?",Yes,B is the same as D.,True
336,D E 33.,N E 33.,E is a functional property.,"Given the previous statements, is N the same as D?",Yes,N is the same as D.,True
337,D T 69.,C T 69.,T is a functional property.,"Given the previous statements, is C the same as D?",Yes,C is the same as D.,True
338,D O 17.,G O 17.,O is a functional property.,"Given the previous statements, is G the same as D?",Yes,G is the same as D.,True
339,D U 26.,F U 26.,U is a functional property.,"Given the previous statements, is F the same as D?",Yes,F is the same as D.,True
340,D X 53.,K X 53.,X is a functional property.,"Given the previous statements, is K the same as D?",Yes,K is the same as D.,True
341,D V 98.,T V 98.,V is a functional property.,"Given the previous statements, is T the same as D?",Yes,T is the same as D.,True
342,D E 96.,H E 96.,E is a functional property.,"Given the previous statements, is H the same as D?",Yes,H is the same as D.,True
343,D U 22.,Q U 22.,U is a functional property.,"Given the previous statements, is Q the same as D?",Yes,Q is the same as D.,True
344,D F 82.,A F 82.,F is a functional property.,"Given the previous statements, is A the same as D?",Yes,A is the same as D.,True
345,D H 50.,V H 50.,H is a functional property.,"Given the previous statements, is V the same as D?",Yes,V is the same as D.,True
346,D R 40.,O R 40.,R is a functional property.,"Given the previous statements, is O the same as D?",Yes,O is the same as D.,True
347,D G 67.,F G 67.,G is a functional property.,"Given the previous statements, is F the same as D?",Yes,F is the same as D.,True
