ID,triple1,triple2,question,answer,inferred triple,label
335,D Q T.,Q has domain I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
336,D I G.,I has domain N.,"Given the previous statements, is D a N?",Yes,D is a N.,True
337,D H E.,H has domain Z.,"Given the previous statements, is D a Z?",Yes,D is a Z.,True
338,D Z B.,Z has domain V.,"Given the previous statements, is D a V?",Yes,D is a V.,True
339,D R J.,R has domain T.,"Given the previous statements, is D a T?",Yes,D is a T.,True
340,D S T.,S has domain I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
341,D G O.,G has domain V.,"Given the previous statements, is D a V?",Yes,D is a V.,True
342,D E Q.,E has domain H.,"Given the previous statements, is D a H?",Yes,D is a H.,True
343,D M R.,M has domain B.,"Given the previous statements, is D a B?",Yes,D is a B.,True
344,D B K.,B has domain I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
345,D Q M.,Q has domain J.,"Given the previous statements, is D a J?",Yes,D is a J.,True
346,D Q Z.,Q has domain J.,"Given the previous statements, is D a J?",Yes,D is a J.,True
347,D T I.,T has domain S.,"Given the previous statements, is D a S?",Yes,D is a S.,True
348,D O U.,O has domain E.,"Given the previous statements, is D a E?",Yes,D is a E.,True
349,D O B.,O has domain L.,"Given the previous statements, is D a L?",Yes,D is a L.,True
350,D B S.,B has domain G.,"Given the previous statements, is D a G?",Yes,D is a G.,True
351,D Q E.,Q has domain K.,"Given the previous statements, is D a K?",Yes,D is a K.,True
352,D U M.,U has domain R.,"Given the previous statements, is D a R?",Yes,D is a R.,True
353,D H W.,H has domain M.,"Given the previous statements, is D a M?",Yes,D is a M.,True
354,D R T.,R has domain C.,"Given the previous statements, is D a C?",Yes,D is a C.,True
355,D G F.,G has domain C.,"Given the previous statements, is D a C?",Yes,D is a C.,True
356,D G O.,G has domain F.,"Given the previous statements, is D a F?",Yes,D is a F.,True
357,D H F.,H has domain L.,"Given the previous statements, is D a L?",Yes,D is a L.,True
358,D U P.,U has domain I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
359,D V X.,V has domain K.,"Given the previous statements, is D a K?",Yes,D is a K.,True
360,D S B.,S has domain Z.,"Given the previous statements, is D a Z?",Yes,D is a Z.,True
361,D W O.,W has domain Q.,"Given the previous statements, is D a Q?",Yes,D is a Q.,True
362,D M H.,M has domain C.,"Given the previous statements, is D a C?",Yes,D is a C.,True
363,D F X.,F has domain N.,"Given the previous statements, is D a N?",Yes,D is a N.,True
364,D G B.,G has domain F.,"Given the previous statements, is D a F?",Yes,D is a F.,True
365,D K J.,K has domain W.,"Given the previous statements, is D a W?",Yes,D is a W.,True
366,D R X.,R has domain P.,"Given the previous statements, is D a P?",Yes,D is a P.,True
367,D B H.,B has domain I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
368,D K E.,K has domain Q.,"Given the previous statements, is D a Q?",Yes,D is a Q.,True
369,D K X.,K has domain E.,"Given the previous statements, is D a E?",Yes,D is a E.,True
370,D W S.,W has domain A.,"Given the previous statements, is D a A?",Yes,D is a A.,True
371,D I P.,I has domain W.,"Given the previous statements, is D a W?",Yes,D is a W.,True
372,D C B.,C has domain T.,"Given the previous statements, is D a T?",Yes,D is a T.,True
373,D X A.,X has domain W.,"Given the previous statements, is D a W?",Yes,D is a W.,True
374,D Z F.,Z has domain V.,"Given the previous statements, is D a V?",Yes,D is a V.,True
375,D H X.,H has domain I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
376,D Q K.,Q has domain M.,"Given the previous statements, is D a M?",Yes,D is a M.,True
377,D S K.,S has domain L.,"Given the previous statements, is D a L?",Yes,D is a L.,True
378,D A Z.,A has domain P.,"Given the previous statements, is D a P?",Yes,D is a P.,True
379,D P E.,P has domain K.,"Given the previous statements, is D a K?",Yes,D is a K.,True
380,D X S.,X has domain H.,"Given the previous statements, is D a H?",Yes,D is a H.,True
381,D S I.,S has domain U.,"Given the previous statements, is D a U?",Yes,D is a U.,True
382,D W Q.,W has domain T.,"Given the previous statements, is D a T?",Yes,D is a T.,True
383,D C T.,C has domain U.,"Given the previous statements, is D a U?",Yes,D is a U.,True
384,D M L.,M has domain C.,"Given the previous statements, is D a C?",Yes,D is a C.,True
385,D N S.,N has domain L.,"Given the previous statements, is D a L?",Yes,D is a L.,True
386,D S C.,S has domain Y.,"Given the previous statements, is D a Y?",Yes,D is a Y.,True
387,D O A.,O has domain Y.,"Given the previous statements, is D a Y?",Yes,D is a Y.,True
388,D O X.,O has domain S.,"Given the previous statements, is D a S?",Yes,D is a S.,True
389,D S J.,S has domain E.,"Given the previous statements, is D a E?",Yes,D is a E.,True
390,D W J.,W has domain X.,"Given the previous statements, is D a X?",Yes,D is a X.,True
391,D T J.,T has domain A.,"Given the previous statements, is D a A?",Yes,D is a A.,True
392,D W H.,W has domain R.,"Given the previous statements, is D a R?",Yes,D is a R.,True
393,D N E.,N has domain B.,"Given the previous statements, is D a B?",Yes,D is a B.,True
394,D W K.,W has domain R.,"Given the previous statements, is D a R?",Yes,D is a R.,True
395,D P H.,P has domain Y.,"Given the previous statements, is D a Y?",Yes,D is a Y.,True
396,D A S.,A has domain T.,"Given the previous statements, is D a T?",Yes,D is a T.,True
397,D X Y.,X has domain H.,"Given the previous statements, is D a H?",Yes,D is a H.,True
398,D Y Q.,Y has domain T.,"Given the previous statements, is D a T?",Yes,D is a T.,True
399,D F G.,F has domain E.,"Given the previous statements, is D a E?",Yes,D is a E.,True
400,D M H.,M has domain K.,"Given the previous statements, is D a K?",Yes,D is a K.,True
401,E G Q.,G has domain H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
402,E G W.,G has domain U.,"Given the previous statements, is E a U?",Yes,E is a U.,True
403,E K L.,K has domain R.,"Given the previous statements, is E a R?",Yes,E is a R.,True
404,E B I.,B has domain S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
405,E S B.,S has domain P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
406,E J T.,J has domain M.,"Given the previous statements, is E a M?",Yes,E is a M.,True
407,E I P.,I has domain O.,"Given the previous statements, is E a O?",Yes,E is a O.,True
408,E I K.,I has domain B.,"Given the previous statements, is E a B?",Yes,E is a B.,True
409,E L Q.,L has domain F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
410,E X M.,X has domain H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
411,E M V.,M has domain O.,"Given the previous statements, is E a O?",Yes,E is a O.,True
412,E H G.,H has domain D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
413,E D L.,D has domain F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
414,E B P.,B has domain J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
415,E M N.,M has domain F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
416,E T O.,T has domain B.,"Given the previous statements, is E a B?",Yes,E is a B.,True
417,E X K.,X has domain G.,"Given the previous statements, is E a G?",Yes,E is a G.,True
418,E R N.,R has domain Z.,"Given the previous statements, is E a Z?",Yes,E is a Z.,True
419,E W U.,W has domain F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
420,E C A.,C has domain D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
421,E X R.,X has domain B.,"Given the previous statements, is E a B?",Yes,E is a B.,True
422,E C Q.,C has domain L.,"Given the previous statements, is E a L?",Yes,E is a L.,True
423,E P X.,P has domain T.,"Given the previous statements, is E a T?",Yes,E is a T.,True
424,E K P.,K has domain W.,"Given the previous statements, is E a W?",Yes,E is a W.,True
425,E W O.,W has domain T.,"Given the previous statements, is E a T?",Yes,E is a T.,True
426,E J R.,J has domain K.,"Given the previous statements, is E a K?",Yes,E is a K.,True
427,E N J.,N has domain H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
428,E I C.,I has domain V.,"Given the previous statements, is E a V?",Yes,E is a V.,True
429,E Q B.,Q has domain S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
430,E G D.,G has domain N.,"Given the previous statements, is E a N?",Yes,E is a N.,True
431,E J T.,J has domain D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
432,E U X.,U has domain O.,"Given the previous statements, is E a O?",Yes,E is a O.,True
433,E B G.,B has domain X.,"Given the previous statements, is E a X?",Yes,E is a X.,True
434,E C W.,C has domain N.,"Given the previous statements, is E a N?",Yes,E is a N.,True
435,E M Z.,M has domain X.,"Given the previous statements, is E a X?",Yes,E is a X.,True
436,E M N.,M has domain J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
437,E N J.,N has domain R.,"Given the previous statements, is E a R?",Yes,E is a R.,True
438,E R V.,R has domain H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
439,E B M.,B has domain A.,"Given the previous statements, is E a A?",Yes,E is a A.,True
440,E D A.,D has domain J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
441,E T G.,T has domain Q.,"Given the previous statements, is E a Q?",Yes,E is a Q.,True
442,E O M.,O has domain J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
443,E T J.,T has domain Y.,"Given the previous statements, is E a Y?",Yes,E is a Y.,True
444,E J T.,J has domain P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
445,E C F.,C has domain H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
446,E R C.,R has domain J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
447,E Y Q.,Y has domain S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
448,E U P.,U has domain D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
449,E T U.,T has domain P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
450,E O X.,O has domain L.,"Given the previous statements, is E a L?",Yes,E is a L.,True
451,E J D.,J has domain F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
452,E J P.,J has domain Q.,"Given the previous statements, is E a Q?",Yes,E is a Q.,True
453,E C G.,C has domain I.,"Given the previous statements, is E a I?",Yes,E is a I.,True
454,E O R.,O has domain B.,"Given the previous statements, is E a B?",Yes,E is a B.,True
455,E R X.,R has domain S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
456,E H X.,H has domain D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
457,E Y A.,Y has domain B.,"Given the previous statements, is E a B?",Yes,E is a B.,True
458,E O Q.,O has domain J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
459,E Z W.,Z has domain S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
460,E V N.,V has domain S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
461,E U H.,U has domain K.,"Given the previous statements, is E a K?",Yes,E is a K.,True
462,E K G.,K has domain F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
463,E T Y.,T has domain U.,"Given the previous statements, is E a U?",Yes,E is a U.,True
464,E H J.,H has domain C.,"Given the previous statements, is E a C?",Yes,E is a C.,True
465,E S V.,S has domain H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
466,E P H.,P has domain R.,"Given the previous statements, is E a R?",Yes,E is a R.,True
467,E P V.,P has domain J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
468,E R O.,R has domain X.,"Given the previous statements, is E a X?",Yes,E is a X.,True
469,E J P.,J has domain L.,"Given the previous statements, is E a L?",Yes,E is a L.,True
470,E G J.,G has domain H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
471,E L F.,L has domain N.,"Given the previous statements, is E a N?",Yes,E is a N.,True
472,E L N.,L has domain Z.,"Given the previous statements, is E a Z?",Yes,E is a Z.,True
473,E U S.,U has domain G.,"Given the previous statements, is E a G?",Yes,E is a G.,True
474,E O Y.,O has domain X.,"Given the previous statements, is E a X?",Yes,E is a X.,True
475,E O S.,O has domain G.,"Given the previous statements, is E a G?",Yes,E is a G.,True
476,E R X.,R has domain C.,"Given the previous statements, is E a C?",Yes,E is a C.,True
477,E A J.,A has domain Z.,"Given the previous statements, is E a Z?",Yes,E is a Z.,True
478,E P T.,P has domain W.,"Given the previous statements, is E a W?",Yes,E is a W.,True
479,E Y O.,Y has domain S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
480,E H O.,H has domain G.,"Given the previous statements, is E a G?",Yes,E is a G.,True
481,E W R.,W has domain C.,"Given the previous statements, is E a C?",Yes,E is a C.,True
482,E W Q.,W has domain U.,"Given the previous statements, is E a U?",Yes,E is a U.,True
483,E R I.,R has domain X.,"Given the previous statements, is E a X?",Yes,E is a X.,True
484,E W H.,W has domain P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
485,E Q K.,Q has domain S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
486,E B M.,B has domain P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
487,E R M.,R has domain J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
488,E A X.,A has domain B.,"Given the previous statements, is E a B?",Yes,E is a B.,True
489,E K V.,K has domain P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
490,E U A.,U has domain X.,"Given the previous statements, is E a X?",Yes,E is a X.,True
491,E Q T.,Q has domain F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
492,E W X.,W has domain U.,"Given the previous statements, is E a U?",Yes,E is a U.,True
493,E O L.,O has domain G.,"Given the previous statements, is E a G?",Yes,E is a G.,True
494,E X V.,X has domain L.,"Given the previous statements, is E a L?",Yes,E is a L.,True
495,E F T.,F has domain H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
496,E H F.,H has domain D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
497,E Q L.,Q has domain U.,"Given the previous statements, is E a U?",Yes,E is a U.,True
498,E K G.,K has domain I.,"Given the previous statements, is E a I?",Yes,E is a I.,True
499,E F N.,F has domain L.,"Given the previous statements, is E a L?",Yes,E is a L.,True
500,E Z C.,Z has domain S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
501,F G U.,G has domain X.,"Given the previous statements, is F a X?",Yes,F is a X.,True
502,F E N.,E has domain T.,"Given the previous statements, is F a T?",Yes,F is a T.,True
503,F D J.,D has domain G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
504,F T E.,T has domain D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
505,F C V.,C has domain G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
506,F A Q.,A has domain X.,"Given the previous statements, is F a X?",Yes,F is a X.,True
507,F H Y.,H has domain C.,"Given the previous statements, is F a C?",Yes,F is a C.,True
